"State","Date","CumulativeCases","CumulativeDeaths","CumulativeTests","CumulativePositives","CurrentHospitalizations","CasesDailyChange","DeathsDailyChange","TestsDailyChange","PositivesDailyChange","CurrHospDailyChange","Rolling Avg Change in Cases (7 Days)","Rolling Avg Change in Deaths (7 Days)","Rolling Avg Change in Tests (7 Days)","Rolling Avg Change in Positives (7 Days)","Change in Cases (7 Days)","Change in Deaths (7 Days)","Change in Tests (7 Days)","Change in Current Hospitalizations (7 Days)","Pct Change in Cases (2 Wks - Rolling)","Pct Change in Deaths (2 Wks - Rolling)","Pct Change in Tests (2 Wks - Rolling)","Pct Change in Positives (2 Wks - Rolling)","Change in Tests (7 Days) Over Pop","Positivity Rate (7 Days - Rolling)"
"Florida",2020-05-09,40001,1715,527731,40001,NA,802,46,14390,802,NA,648.285714285714,50.1428571428571,15959.8571428571,648.285714285714,4538,351,111719,NA,-0.151299794277165,0.143322475570033,0.347424408717571,-0.368665231084471,0.00520161877389596,0.0406197692424744
"Florida",2020-05-10,40596,1721,538948,40596,NA,595,6,11217,595,NA,645.428571428571,48.8571428571429,15822.7142857143,645.428571428571,4518,342,110759,NA,-0.134151015714833,0.136212624584718,0.325248875275199,-0.347177498333869,0.00515692132741918,0.0407912675267924
"Florida",2020-05-11,40982,1735,561057,40982,NA,386,14,22109,386,NA,583.571428571429,48,16683.8571428571,583.571428571429,4085,336,116787,NA,-0.195707816499311,0.263157894736842,0.33004202398442,-0.423810961895278,0.00543758404342133,0.0349782081909802
"Florida",2020-05-12,41923,1779,579604,41923,NA,941,44,18547,941,NA,640.571428571429,44,16273.2857142857,640.571428571429,4484,308,113913,NA,-0.0994175537256477,0.0131578947368421,0.152778902202073,-0.339289706321514,0.00530377106303145,0.0393633738028144
"Florida",2020-05-13,42402,1827,594763,42402,NA,479,48,15159,479,NA,628.571428571429,41.1428571428571,16387.4285714286,628.571428571429,4400,288,114712,NA,-0.0990990990990991,NA,0.0764711954430712,-0.333536584216548,0.00534097237525536,0.0383569286561127
"Florida",2020-05-14,43210,1875,608837,43210,472,808,48,14074,808,NA,626,39.2857142857143,16555.2857142857,626,4382,275,115887,NA,0.0841167738743197,NA,0.0483242118594238,-0.332969394388437,0.00539568018734935,0.037812696851243
"Florida",2020-05-15,44138,1917,608837,43210,472,928,42,0,0,0,705.571428571429,35.4285714285714,13642.2857142857,573,4939,248,95496,NA,0.177353992848629,NA,-0.136891957846026,-0.209215890010169,0.00444627848827835,0.0420017592359889
"Florida",2020-05-16,44811,1964,630047,44811,472,673,47,21210,1601,0,687.142857142857,35.5714285714286,14616.5714285714,687.142857142857,4810,249,102316,NA,0.0402249134948097,NA,-0.0841665249420421,-0.157041242302327,0.00476381659762386,0.0470112201415223
"Florida",2020-05-17,45588,1973,651792,45588,472,777,9,21745,777,0,713.142857142857,36,16120.5714285714,713.142857142857,4992,252,112844,NA,0.0981082270127585,NA,0.0188246553327495,-0.18741969950931,0.00525399859398595,0.0442380631668498
"Florida",2020-05-18,46442,1997,676412,46442,472,854,24,24620,854,0,780,37.4285714285714,16479.2857142857,780,5460,262,115355,NA,0.147299852910275,NA,-0.0122616387097879,-0.126687545537753,0.00537091035242679,0.0473321485848034
"Florida",2020-05-19,46944,2052,715855,46944,472,502,55,39443,502,0,717.285714285714,39,19464.4285714286,717.285714285714,5021,273,136251,NA,0.0936615116532346,NA,0.196097021411077,-0.207167677145491,0.00634382477073818,0.0368511056799583
"Florida",2020-05-20,47471,2096,771348,47471,472,527,44,55493,527,0,724.142857142857,38.4285714285714,25226.4285714286,724.142857142857,5069,269,176585,NA,0.0540652942399667,NA,0.539376874259014,-0.363907693461542,0.00822176936052434,0.0287057224566073
"Florida",2020-05-21,48675,2144,813929,48675,NA,1204,48,42581,1204,NA,780.714285714286,38.4285714285714,29298.8571428571,780.714285714286,5465,269,205092,NA,0.0636434410276372,NA,0.76975847161459,-0.426694048581124,0.00954905072168451,0.0266465781210384
"Florida",2020-05-22,49451,2190,835496,49451,NA,776,46,21567,776,NA,759,39,32379.8571428571,891.571428571429,5313,273,226659,NA,0.188324759561619,NA,1.37349208343805,-0.31860873488364,0.0105532067926896,0.0275347548520023
"Florida",2020-05-23,50127,2233,856437,50127,NA,676,43,20941,676,NA,759.428571428571,38.4285714285714,32341.4285714286,759.428571428571,5316,269,226390,NA,0.171441163508153,NA,1.21265491223269,-0.42191688967725,0.010540682195708,0.023481602544282
"Florida",2020-05-24,50867,2237,871235,50867,NA,740,4,14798,740,NA,754.142857142857,37.7142857142857,31349,754.142857142857,5279,264,219443,NA,0.168437361664453,NA,0.944658112083939,-0.410257088443955,0.0102172309866724,0.0240563608773121
"Florida",2020-05-25,51746,2252,908235,51746,NA,879,15,37000,879,NA,757.714285714286,36.4285714285714,33117.5714285714,757.714285714286,5304,255,231823,NA,0.298408812729498,NA,1.00964847644229,-0.345892038269542,0.0107936418068626,0.0228795244647856
"Florida",2020-05-26,52255,2259,923224,52255,NA,509,7,14989,509,NA,758.714285714286,29.5714285714286,29624.1428571429,758.714285714286,5311,207,207369,NA,0.184433541480821,NA,0.521963141554924,-0.349360907316403,0.00965506747754663,0.0256113498160284
"Florida",2020-05-27,52634,2319,933571,52634,NA,379,60,10347,379,NA,737.571428571429,31.8571428571429,23174.7142857143,737.571428571429,5163,223,162223,NA,0.173409090909091,NA,-0.0813319364611943,-0.170252654454895,0.00755307693729558,0.0318265597356725
"Florida",2020-05-28,53285,2364,951616,53285,NA,651,45,18045,651,NA,658.571428571429,31.4285714285714,19669.5714285714,658.571428571429,4610,220,137687,NA,0.0520310360565952,NA,-0.328657383028104,-0.114537169990699,0.00641068470109304,0.0334817375641854
"Florida",2020-05-29,54497,2413,983239,54497,NA,1212,49,31623,1212,NA,720.857142857143,31.8571428571429,21106.1428571429,720.857142857143,5046,223,147743,NA,0.021664304515084,NA,-0.348170599887937,-0.18684590822373,0.00687889045293738,0.0341539023845461
"Florida",2020-05-30,55424,2447,994968,55424,NA,927,34,11729,927,NA,756.714285714286,30.5714285714286,19790.1428571429,756.714285714286,5297,214,138531,NA,0.101247401247401,NA,-0.388086929634701,-0.186642490806902,0.00644998120612055,0.038236928918437
"Florida",2020-05-31,56163,2451,1021349,56163,NA,739,4,26381,739,NA,756.571428571429,30.5714285714286,21444.8571428571,756.571428571429,5296,214,150114,NA,0.0608974358974359,NA,-0.315931699803594,-0.202500031599916,0.00698928383376703,0.0352798539776437
"Florida",2020-06-01,56830,2460,1040400,56830,NA,667,9,19051,667,NA,726.285714285714,29.7142857142857,18880.7142857143,726.285714285714,5084,208,132165,NA,-0.0688644688644689,NA,-0.429888319968252,-0.187295129617227,0.00615358126417136,0.0384670676805508
"Florida",2020-06-02,57447,2530,1049752,57447,NA,617,70,9352,617,NA,741.714285714286,38.7142857142857,18075.4285714286,741.714285714286,5192,271,126528,NA,0.0340569607647879,NA,-0.389841297397393,0.113518707014756,0.00589112344564048,0.0410343955488113
"Florida",2020-06-03,58764,2566,1080913,58764,NA,1317,36,31161,1317,NA,875.714285714286,35.2857142857143,21048.8571428571,875.714285714286,6130,247,147342,NA,0.209311501282304,NA,-0.0917317519710522,0.449323827923713,0.00686021995706531,0.0416038875541258
"Florida",2020-06-04,60183,2607,1107043,60183,NA,1419,41,26130,1419,NA,985.428571428571,34.7142857142857,22203.8571428571,985.428571428571,6898,243,155427,NA,0.262214089661482,NA,0.128842955398839,0.665540813866656,0.007236656264112,0.0443809634104757
"Florida",2020-06-05,61488,2660,1134940,61488,NA,1305,53,27897,1305,NA,998.714285714286,35.2857142857143,21671.5714285714,998.714285714286,6991,247,151701,NA,0.315829098437794,NA,0.0267897633051989,0.673669278096686,0.00706317429997397,0.04608407327572
"Florida",2020-06-06,62758,2688,1174185,62758,NA,1270,28,39245,1270,NA,1047.71428571429,34.4285714285714,25602.4285714286,1047.71428571429,7334,241,179217,NA,0.379608728367193,NA,0.293695995842086,0.742745498557887,0.00834431485961487,0.0409224571329729
"Florida",2020-06-07,63938,2700,1216158,63938,NA,1180,12,41973,1180,NA,1110.71428571429,35.5714285714286,27829.8571428571,1110.71428571429,7775,249,194809,NA,0.472816821367683,NA,0.297740383974846,0.659057547297037,0.00907027588614201,0.0399108870740058
"Florida",2020-06-08,64904,2712,1234550,64904,NA,966,12,18392,966,NA,1153.42857142857,36,27735.7142857143,1153.42857142857,8074,252,194150,NA,0.522247360482655,NA,0.468997086974615,0.817625288947569,0.0090395929515293,0.041586402266289
"Florida",2020-06-09,66000,2765,1258305,66000,NA,1096,53,23755,1096,NA,1221.85714285714,33.5714285714286,29793.2857142857,1221.85714285714,8553,235,208553,NA,0.610431180568631,0.135265700483092,0.64827548052605,0.601288418211853,0.00971019432820134,0.0410111578351786
"Florida",2020-06-10,NA,NA,1279023,67371,NA,NA,NA,20718,1371,NA,NA,NA,28301.4285714286,1229.57142857143,NA,NA,198110,NA,NA,NA,0.344558917348753,0.365072471168639,0.00922396991824604,0.0434455605471708
"Georgia",2020-03-01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-02,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-03,2,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-04,2,0,2,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-05,2,0,2,2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-06,3,0,2,2,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-07,5,0,6,6,NA,2,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-08,5,0,7,7,NA,0,0,1,1,NA,0.714285714285714,0,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-09,10,0,12,12,NA,5,0,5,5,NA,1.42857142857143,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",2020-03-10,17,0,17,17,NA,7,0,5,5,NA,2.14285714285714,0,2.14285714285714,2.14285714285714,15,0,NA,NA,NA,NA,NA,NA,NA,1
"Georgia",2020-03-11,23,0,22,22,NA,6,0,5,5,NA,3,0,2.85714285714286,2.85714285714286,21,0,20,NA,NA,NA,NA,NA,1.88369626038258e-06,1
"Georgia",2020-03-12,31,1,31,31,NA,8,1,9,9,NA,4.14285714285714,0.142857142857143,4.14285714285714,4.14285714285714,29,1,29,NA,NA,NA,NA,NA,2.73135957755474e-06,1
"Georgia",2020-03-13,42,1,42,42,NA,11,0,11,11,NA,5.57142857142857,0.142857142857143,5.71428571428571,5.71428571428571,39,1,40,NA,NA,NA,NA,NA,3.76739252076516e-06,1
"Georgia",2020-03-14,73,1,66,66,NA,31,0,24,24,NA,9.71428571428571,0.142857142857143,8.57142857142857,8.57142857142857,68,1,60,NA,NA,NA,NA,NA,5.65108878114774e-06,1
"Georgia",2020-03-15,99,1,99,99,NA,26,0,33,33,NA,13.4285714285714,0.142857142857143,13.1428571428571,13.1428571428571,94,1,92,NA,NA,NA,NA,NA,8.66500279775987e-06,1
"Georgia",2020-03-16,121,1,121,121,NA,22,0,22,22,NA,15.8571428571429,0.142857142857143,15.5714285714286,15.5714285714286,111,1,109,NA,NA,NA,NA,NA,1.02661446190851e-05,1
"Georgia",2020-03-17,146,1,146,146,NA,25,0,25,25,NA,18.4285714285714,0.142857142857143,18.4285714285714,18.4285714285714,129,1,129,NA,NA,NA,NA,NA,1.21498408794676e-05,1
"Georgia",2020-03-18,197,3,1508,197,NA,51,2,1362,51,NA,24.8571428571429,0.428571428571429,212.285714285714,25,174,3,1486,NA,NA,NA,73.3,NA,0.000139958632146426,0.117765814266487
"Georgia",2020-03-19,287,10,1831,287,NA,90,7,323,90,NA,36.5714285714286,1.28571428571429,257.142857142857,36.5714285714286,256,9,1800,NA,NA,NA,61.0689655172414,NA,0.000169532663434432,0.142222222222222
"Georgia",2020-03-20,485,14,2386,420,NA,198,4,555,133,NA,63.2857142857143,1.85714285714286,334.857142857143,54,443,13,2344,NA,NA,NA,57.6,NA,0.000220769201716838,0.161262798634812
"Georgia",2020-03-21,555,20,3064,507,NA,70,6,678,87,NA,68.8571428571429,2.71428571428571,428.285714285714,63,482,19,2998,NA,NA,NA,48.9666666666667,NA,0.000282366069431349,0.147098065376918
"Georgia",2020-03-22,621,25,4020,600,NA,66,5,956,93,NA,74.5714285714286,3.42857142857143,560.142857142857,71.5714285714286,522,24,3921,NA,103.4,Inf,41.6195652173913,NA,0.000369298651848005,0.127773527161438
"Georgia",2020-03-23,772,25,5069,772,NA,151,0,1049,172,NA,93,3.42857142857143,706.857142857143,93,651,24,4948,NA,64.1,Inf,44.394495412844,NA,0.00046602645481865,0.131568310428456
"Georgia",2020-03-24,1026,32,5484,1026,NA,254,7,415,254,NA,125.714285714286,4.42857142857143,762.571428571429,125.714285714286,880,31,5338,NA,57.6666666666667,Inf,40.3798449612403,-0.835144248782316,0.000502758531896111,0.164855751217685
"Georgia",2020-03-25,1247,40,6179,1247,NA,221,8,695,221,NA,150,5.28571428571429,667.285714285714,150,1050,37,4671,NA,49,Inf,2.14333781965007,-0.775208734746307,0.000439937261612352,0.224791265253693
"Georgia",2020-03-26,1525,48,8926,1525,NA,278,8,2747,278,NA,176.857142857143,5.42857142857143,1013.57142857143,176.857142857143,1238,38,7095,NA,41.6896551724138,37,2.94166666666667,-0.825510923185342,0.00066824124837072,0.174489076814658
"Georgia",2020-03-27,2000,64,9865,2001,NA,475,16,939,476,NA,216.428571428571,7.14285714285714,1068.42857142857,225.857142857143,1515,50,7479,NA,37.8461538461538,49,2.19069965870307,-0.788608102687525,0.000704408216570066,0.211391897312475
"Georgia",2020-03-28,2366,69,11051,2366,NA,366,5,1186,365,NA,258.714285714286,7,1141,265.571428571429,1811,49,7987,NA,25.6323529411765,48,1.66410940627085,-0.767246776011018,0.000752254101583784,0.232753223988982
"Georgia",2020-03-29,2651,80,12564,2651,NA,285,11,1513,285,NA,290,7.85714285714286,1220.57142857143,293,2030,55,8544,NA,20.5957446808511,54,1.17903596021423,-0.759948501872659,0.000804715042435438,0.240051498127341
"Georgia",2020-03-30,2808,87,12724,2809,NA,157,7,160,158,NA,290.857142857143,8.85714285714286,1093.57142857143,291,2036,62,7655,NA,17.3423423423423,61,0.547089733225546,-0.733899412148922,0.000720984743661433,0.266100587851078
"Georgia",2020-03-31,3929,111,16181,3929,NA,1121,24,3457,1120,NA,414.714285714286,11.2857142857143,1528.14285714286,414.714285714286,2903,79,10697,NA,21.5038759689922,78,1.00393405769951,-0.728615499672805,0.00100749494486562,0.271384500327195
"Georgia",2020-04-01,4638,139,20326,4638,NA,709,28,4145,709,NA,484.428571428571,14.1428571428571,2021,484.428571428571,3391,99,14147,NA,18.4885057471264,32,2.02868764718476,1.03537388037848,0.00133243254978162,0.239697462359511
"Georgia",2020-04-02,5348,163,22957,5348,NA,710,24,2631,710,NA,546.142857142857,16.4285714285714,2004.42857142857,546.142857142857,3823,115,14031,NA,13.93359375,11.7777777777778,0.977589852008457,0.915791372674792,0.0013215071114714,0.27246810633597
"Georgia",2020-04-03,5831,184,25265,5831,NA,483,21,2308,483,NA,547.285714285714,17.1428571428571,2200,547.142857142857,3831,120,15400,NA,7.64785553047404,8.23076923076923,1.05909881000134,0.542211227925513,0.00145044612049459,0.248701298701299
"Georgia",2020-04-04,6160,201,26294,6160,NA,329,17,1029,329,NA,542,18.8571428571429,2177.57142857143,542,3794,132,15243,NA,6.87136929460581,5.94736842105263,0.908476273945161,0.692076196307647,0.00143565910485058,0.248901134947189
"Georgia",2020-04-05,6647,211,27832,6647,NA,487,10,1538,487,NA,570.857142857143,18.7142857142857,2181.14285714286,570.857142857143,3996,131,15268,NA,6.6551724137931,4.45833333333333,0.786985018726592,1.04834188055641,0.00143801372517606,0.261723866911187
"Georgia",2020-04-06,7314,229,31274,7314,NA,667,18,3442,667,NA,643.714285714286,20.2857142857143,2650,643.571428571429,4506,142,18550,NA,5.92165898617511,4.91666666666667,1.42325277596342,0.845863506693,0.00174712828150484,0.242857142857143
"Georgia",2020-04-07,8822,329,33713,8818,NA,1508,100,2439,1504,NA,699,31.1428571428571,2504.57142857143,698.428571428571,4893,218,17532,NA,4.56022727272727,6.03225806451613,0.638964195568851,0.691548570924854,0.00165124814185137,0.278861510381018
"Georgia",2020-04-08,9901,362,38787,9901,NA,1079,33,5074,1083,NA,751.857142857143,31.8571428571429,2637.28571428571,751.857142857143,5263,223,18461,NA,4.01238095238095,5.02702702702703,0.304940976885559,0.268232025815039,0.00173874583314614,0.285087481718217
"Georgia",2020-04-09,10566,379,41085,10566,NA,665,17,2298,665,NA,745.428571428571,30.8571428571429,2589.71428571429,745.428571428571,5218,216,18128,NA,3.21486268174475,4.68421052631579,0.291996293920604,0.649627687940148,0.00170738229041077,0.287842012356575
"Georgia",2020-04-10,11485,416,46147,11483,NA,919,37,5062,917,NA,807.714285714286,33.1428571428571,2983.14285714286,807.428571428571,5654,232,20882,NA,2.73201320132013,3.64,0.355974025974026,0.280388382756855,0.00196676726546545,0.270663729527823
"Georgia",2020-04-11,12159,429,51715,12159,NA,674,13,5568,676,NA,857,32.5714285714286,3631.57142857143,857,5999,228,25421,NA,2.31253451131971,3.6530612244898,0.667716328806665,0.0138892677224101,0.00239427213175928,0.235985995830219
"Georgia",2020-04-12,12452,433,54453,12452,NA,293,4,2738,293,NA,829.285714285714,31.7142857142857,3803,829.285714285714,5805,222,26621,NA,1.85960591133005,3.03636363636364,0.743581346607283,-0.0916077131673558,0.00250729390738223,0.218060929341497
"Georgia",2020-04-13,13315,465,57021,13315,NA,863,32,2568,863,NA,857.285714285714,33.7142857142857,3678.14285714286,857.285714285714,6001,236,25747,NA,1.94744597249509,2.80645161290323,0.387978436657682,-0.12410678976016,0.00242497638080352,0.233075698139589
"Georgia",2020-04-14,14578,525,61795,14223,NA,1263,60,4774,908,NA,822.285714285714,28,4011.71428571429,772.142857142857,5756,196,28082,NA,0.982776438167413,1.48101265822785,0.60175678758841,-0.290777307036676,0.00264489791920318,0.192472046150559
"Georgia",2020-04-15,14987,552,64090,14987,NA,409,27,2295,764,NA,726.571428571429,27.1428571428571,3614.71428571429,726.571428571429,5086,190,25303,NA,0.49985255086995,0.919191919191919,0.370619143058339,-0.161426943953002,0.00238315832382302,0.201003833537525
"Georgia",2020-04-16,15669,587,67939,15669,NA,682,35,3849,682,NA,729,29.7142857142857,3836.28571428571,729,5103,208,26854,NA,0.334815589850902,0.808695652173913,0.481354810238305,-0.302569541178297,0.00252923896881569,0.190027556416176
"Georgia",2020-04-17,17194,650,71684,17194,NA,1525,63,3745,1525,NA,815.571428571429,33.4285714285714,3648.14285714286,815.857142857143,5709,234,25537,NA,0.490211433046202,0.95,0.222919260607222,-0.100783576096159,0.0024051975700695,0.223636292438423
"Georgia",2020-04-18,17669,673,74208,17669,NA,475,23,2524,475,NA,787.142857142857,34.8571428571429,3213.28571428571,787.142857142857,5510,244,22493,NA,0.452293094359515,0.848484848484849,-0.115180362692262,-0.0158136470314281,0.00211849899923927,0.244965100253412
"Georgia",2020-04-19,18301,687,79933,18301,NA,632,14,5725,632,NA,835.571428571429,36.2857142857143,3640,835.571428571429,5849,254,25480,NA,0.463713713713714,0.938931297709924,-0.0428608992900342,-0.122920683634969,0.00239982903572741,0.229552590266876
"Georgia",2020-04-20,19407,775,84328,18947,NA,1106,88,4395,646,NA,870.285714285714,44.2857142857143,3901,804.571428571429,6092,310,27307,NA,0.351975144252108,1.1830985915493,0.0605895832524178,-0.150745660991903,0.00257190468911336,0.206247482330538
"Georgia",2020-04-21,19881,798,88140,19881,NA,474,23,3812,934,NA,757.571428571429,39,3763.57142857143,808.285714285714,5303,273,26345,NA,0.0837931739219293,0.252293577981651,-0.0618545687629086,-0.229848501217443,0.00248129889898895,0.214765610172708
"Georgia",2020-04-22,21214,848,94072,20740,NA,1333,50,5932,859,NA,889.571428571429,42.2857142857143,4283.14285714286,821.857142857143,6227,296,29982,NA,0.183165494964849,0.327354260089686,0.184918784333873,-0.326937140180112,0.00282384906393953,0.191881795744113
"Georgia",2020-04-23,21883,881,101062,21512,NA,669,33,6990,772,NA,887.714285714286,42,4731.85714285714,834.714285714286,6214,294,33123,NA,0.190877730931391,0.361111111111111,0.233447531094064,-0.387153035307833,0.00311968356163261,0.176403103583613
"Georgia",2020-04-24,22491,899,107176,22147,NA,608,18,6114,635,NA,756.714285714286,35.5714285714286,5070.28571428571,707.571428571429,5297,249,35492,NA,-0.0631411390166254,0.0732758620689655,0.389826526216862,-0.484406072909466,0.00334280738367493,0.13955257522822
"Georgia",2020-04-25,23222,907,119014,22695,NA,731,8,11838,548,NA,793.285714285714,33.4285714285714,6400.85714285714,718,5553,234,44806,NA,-0.0743457242873812,0.0263157894736842,0.991997510336549,-0.524664688233797,0.0042200447321351,0.112172476900415
"Georgia",2020-04-26,23486,916,123223,23401,NA,264,9,4209,706,NA,740.714285714286,32.7142857142857,6184.28571428571,728.571428571429,5185,229,43290,NA,-0.106804478897502,0.0315315315315315,0.698979591836735,-0.459737614776375,0.0040772605555981,0.117810117810118
"Georgia",2020-04-27,24302,995,127169,23913,NA,816,79,3946,512,NA,699.285714285714,31.4285714285714,6120.14285714286,709.428571428571,4895,220,42841,NA,-0.184302616230628,NA,0.568865126158128,-0.502663742608727,0.00403497157455251,0.115916995401601
"Georgia",2020-04-28,24922,1036,140020,24615,NA,620,41,12851,702,NA,720.142857142857,34,7411.42857142857,676.285714285714,5041,238,51880,NA,-0.124218207088256,0.214285714285714,0.969254127918011,-0.525910187674253,0.00488630809943241,0.0912490362374711
"Georgia",2020-04-29,25775,1101,143939,25572,NA,853,65,3919,957,NA,651.571428571429,36.1428571428571,7123.85714285714,690.285714285714,4561,253,49867,NA,-0.103224537947306,0.331578947368421,0.663231272096591,-0.517930845873066,0.00469671407082491,0.0968977480097058
"Georgia",2020-04-30,26264,1132,149044,26155,NA,489,31,5105,583,NA,625.857142857143,35.8571428571429,6854.57142857143,663.285714285714,4381,251,47982,NA,-0.14148540074466,0.206730769230769,0.448600670229146,-0.490781992165999,0.00451917569828385,0.0967654537118086
"Georgia",2020-05-01,27489,1169,168367,27270,NA,1225,37,19323,1115,NA,714,38.5714285714286,8741.57142857143,731.857142857143,4998,270,61191,NA,-0.124540199684708,0.153846153846154,0.724078665614786,-0.625635618469213,0.00576326289345352,0.0837214623065483
"Georgia",2020-05-02,28331,1177,174800,28306,NA,842,8,6433,1036,NA,729.857142857143,38.5714285714286,7969.42857142857,801.571428571429,5109,270,55786,NA,-0.0727767695099819,0.10655737704918,0.245056465651922,-0.589407671642275,0.00525419397908513,0.100580790879432
"Georgia",2020-05-03,28665,1184,175096,28602,NA,334,7,296,296,NA,739.857142857143,38.2857142857143,7410.42857142857,743,5179,268,51873,NA,-0.11454949564028,0.0551181102362205,0.198267498267498,-0.563219450273256,0.00488564880574128,0.100264106567964
"Georgia",2020-05-04,29451,1246,183325,29368,NA,786,62,8229,766,NA,735.571428571429,35.8571428571429,8022.28571428571,779.285714285714,5149,251,56156,NA,-0.154793171372292,NA,0.310800401484559,-0.52901190067017,0.00528904235990221,0.0971401096944227
"Georgia",2020-05-05,29998,1299,200883,29711,NA,547,53,17558,343,NA,725.142857142857,37.5714285714286,8694.71428571429,728,5076,263,60863,NA,-0.0428059588911937,NA,0.173149575944487,-0.610137625354911,0.00573237027478325,0.0837290307740335
"Georgia",2020-05-06,30743,1327,204137,30696,NA,745,28,3254,985,NA,709.714285714286,32.2857142857143,8599.71428571429,732,4968,226,60198,NA,-0.202184037257106,NA,0.207171075059659,-0.556398215802678,0.00566973737412553,0.0851191069470747
"Georgia",2020-05-07,31618,1355,217303,31439,NA,875,28,13166,743,NA,764.857142857143,31.8571428571429,9751.28571428571,754.857142857143,5354,223,68259,NA,-0.138397167685871,NA,0.422595973490059,-0.561169640444169,0.00642896115187273,0.0774110373723612
"Georgia",2020-05-08,32181,1400,227567,32106,NA,563,45,10264,667,NA,670.285714285714,33,8457.14285714286,690.857142857143,4692,231,59200,NA,-0.114215593732301,NA,-0.0325374646598356,-0.414635028729517,0.00557574093073244,0.0816891891891892
"Georgia",2020-05-09,32588,1403,235324,32532,NA,407,3,7757,426,NA,608.142857142857,32.2857142857143,8646.28571428571,603.714285714286,4257,226,60524,NA,-0.233387358184765,NA,0.0849317032947334,-0.377534106369041,0.00570044162316977,0.069823541074615
"Georgia",2020-05-10,33580,1406,243547,33441,NA,992,3,8223,909,NA,702.142857142857,31.7142857142857,9778.71428571429,691.285714285714,4915,222,68451,NA,-0.0520732883317261,NA,0.319588225088196,-0.399941993714697,0.0064470446359724,0.070692904413376
"Georgia",2020-05-11,34002,1444,251288,33927,NA,422,38,7741,486,NA,650.142857142857,28.2857142857143,9709,651.285714285714,4551,198,67963,NA,-0.0702757916241062,NA,0.210253579314766,-0.421304726176225,0.00640108244721907,0.0670806173947589
"Georgia",2020-05-12,34924,1498,262179,34635,NA,922,54,10891,708,NA,703.714285714286,28.4285714285714,8756.57142857143,703.428571428571,4926,199,61296,NA,-0.0228129339416782,NA,0.00711433876082349,-0.119645429184481,0.00577315229882053,0.0803315061341686
"Georgia",2020-05-13,35427,1517,273904,35332,NA,503,19,11725,697,NA,669.142857142857,27.1428571428571,9966.71428571429,662.285714285714,4684,190,69767,NA,0.0269677702258277,NA,0.158958769394332,-0.314228085309883,0.00657099184990557,0.0664497541817765
"Georgia",2020-05-14,35977,1545,285881,35858,NA,550,28,11977,526,NA,622.714285714286,27.1428571428571,9796.85714285714,631.285714285714,4359,190,68578,NA,-0.0050216845469071,NA,0.00467337640457669,-0.334084921212353,0.00645900610722583,0.0644375747324215
"Georgia",2020-05-15,36772,1588,301874,36681,NA,795,43,15993,823,NA,655.857142857143,26.8571428571429,10615.2857142857,653.571428571429,4591,188,74307,NA,-0.0814325730292117,NA,0.255185810810811,-0.264598408718775,0.00699859090101242,0.0615688966046267
"Georgia",2020-05-16,37212,1598,321069,37147,1005,440,10,19195,466,NA,660.571428571429,27.8571428571429,12249.2857142857,659.285714285714,4624,195,85745,NA,-0.094930514777843,NA,0.416710726323442,-0.464884101197427,0.00807587679232522,0.0538223803137209
"Georgia",2020-05-17,37579,1610,351175,37701,1010,367,12,30106,554,5,571.285714285714,29.1428571428571,15375.4285714286,608.571428571429,3999,204,107628,NA,-0.227843212975478,NA,0.572336415830302,-0.605234818411144,0.0101369230556228,0.0395807782361467
"Georgia",2020-05-18,38283,1649,364289,38081,1025,704,39,13114,380,15,611.571428571429,29.2857142857143,16143,593.428571428571,4281,205,113001,NA,-0.168576422606331,NA,0.662684107529097,-0.621569949361917,0.0106429780559746,0.0367607366306493
"Georgia",2020-05-19,38855,1675,378156,38721,986,572,26,13867,640,0,561.571428571429,25.2857142857143,16568.1428571429,583.714285714286,3931,177,115977,NA,-0.225571315996848,NA,0.892081049334377,-0.579224516434665,0.0109232720595195,0.0352311234124007
"Georgia",2020-05-20,39801,1697,402940,39647,959,946,22,24784,926,0,624.857142857143,25.7142857142857,18433.7142857143,616.428571428571,4374,180,129036,NA,-0.119565217391304,NA,0.84952771367552,-0.607135443130697,0.0121532315327363,0.0334402802318733
