Date,Confirmed Cases,Confirmed Deaths,Country,New Cases,New Deaths,Income,Region,Population,Case_Change_7_Day_Rolling_Average,Death_Change_7_Day_Rolling_Average,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,cpm_income,dpm_income,Case_7_Day_income,Death_7_Day_income,Case_7_Day_income_per_million,Death_7_Day_income_per_million,cases_region,deaths_region,cpm_region,dpm_region,Case_7_Day_region,Death_7_Day_region,Case_7_Day_region_per_million,Death_7_Day_region_per_million
2022-07-01,423243,8629,Armenia,0,0,Upper middle income,European Region,2963234,19.8571428571429,0,142831.446993386,2912.02112286779,6.70117272451074,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,40718,221,Aruba,0,0,High income,,106766,77,0,381376.093512916,2069.94736151959,721.203379352978,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,8194909,9984,Australia,30236,54,High income,Western Pacific Region,25499881,30862,47,321370.480121064,391.531238910487,1210.28015777799,1.84314585624929,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,4471152,20057,Austria,11385,9,High income,European Region,9006400,10083.7142857143,6,496441.641499378,2226.97193107124,1119.61652666041,0.666192929472375,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,793302,9717,Azerbaijan,126,0,Upper middle income,European Region,10139175,28,0,78241.277026977,958.361996908032,2.76156590649634,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,35975,817,Bahamas,0,0,High income,Region of the Americas,393248,23.5714285714286,0.142857142857143,91481.7112865164,2077.56937098218,59.9403647861618,0.363274938097951,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,627327,1493,Bahrain,1471,1,High income,Eastern Mediterranean Region,1701583,1743.14285714286,0.142857142857143,368672.583118191,877.418262876392,1024.42423152021,0.0839554361186865,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,21373817,337922,29451.8462366324,465.636380435712,13515.2857142857,15.5714285714286,18.623258386712,0.0214565007256504
2022-07-01,1975682,29154,Bangladesh,1893,5,Lower middle income,South-East Asia Region,164689383,1924.14285714286,2.71428571428571,11996.4138793331,177.024161903624,11.6834663054318,0.01648124283935,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,58602063,790115,28991.021376252,390.877721398603,22156.2857142857,52.7142857142857,10.9609341357352,0.0260782795987355
2022-07-01,84562,477,Barbados,141,0,High income,Region of the Americas,287371,148.285714285714,0.571428571428571,294260.729161954,1659.87521357409,516.007928029322,1.98846985753111,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,982867,6978,Belarus,0,0,Upper middle income,European Region,9449321,0,0,104014.563586103,738.465758544979,0,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,4246078,31918,Belgium,0,0,High income,European Region,11589616,4938.14285714286,5,366369.170471222,2754.01704422304,426.083388538745,0.431420678648887,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,64138,680,Belize,172,0,Upper middle income,Region of the Americas,397621,157.285714285714,0.142857142857143,161304.357667226,1710.17124347054,395.566919970812,0.359279672998013,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,27216,163,Benin,0,0,Lower middle income,African Region,12123198,13.4285714285714,0,2244.9521982566,13.4452971897349,1.10767566681427,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,16162,140,Bermuda,0,0,High income,,62273,29.2857142857143,0.285714285714286,259534.629775344,2248.16533650218,470.279483656067,4.58809252347383,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,59729,21,Bhutan,0,0,Lower middle income,South-East Asia Region,771612,7.85714285714286,0,77408.0755612925,27.2157509214476,10.1827639502015,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,58602063,790115,28991.021376252,390.877721398603,22156.2857142857,52.7142857142857,10.9609341357352,0.0260782795987355
2022-07-01,928450,21955,Bolivia,1732,2,Lower middle income,Region of the Americas,11673029,1244.71428571429,0.428571428571429,79538.05306232,1880.8314448632,106.63164511236,0.0367146717935361,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,378797,15806,Bosnia and Herzegovina,81,0,Upper middle income,European Region,3280815,54.8571428571429,1,115458.201696834,4817.70535674825,16.7205840186487,0.30480231283995,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,322769,2750,Botswana,0,0,Upper middle income,African Region,2351625,605.857142857143,4.42857142857143,137253.60123319,1169.40413543826,257.633399397073,1.88319627005642,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,32434063,671700,Brazil,76045,284,Upper middle income,Region of the Americas,212559409,58699.5714285714,210.142857142857,152588.225346449,3160.05771355904,276.156071870577,0.988631169664464,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,6941,63,British Virgin Islands,0,0,High income,,30237,0,0,229553.196414988,2083.54003373351,0,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,164727,225,Brunei,827,0,High income,Western Pacific Region,437483,733.714285714286,0,376533.488158397,514.305698735722,1677.12639282963,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,1172777,37257,Bulgaria,538,2,Upper middle income,European Region,6948445,435.571428571429,1.57142857142857,168782.655687711,5361.91910564162,62.6861734634769,0.226155430665217,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,21044,387,Burkina Faso,0,0,Low income,African Region,20903278,0,0,1006.7320541783,18.5138426614237,0,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,42698,38,Burundi,40,0,Low income,African Region,11890781,22.2857142857143,0,3590.84907879474,3.19575307963371,1.87420105422127,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,136282,3056,Cambodia,3,0,Lower middle income,Western Pacific Region,16718971,2.85714285714286,0,8151.33897893596,182.786368850093,0.17089226706254,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,120068,1931,Cameroon,0,0,Lower middle income,African Region,26545864,9.42857142857143,0.142857142857143,4523.03982270082,72.742028664051,0.355180431443913,0.00538152168854413,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,3955047,42000,Canada,1429,7,High income,Region of the Americas,37742157,2299.57142857143,17.8571428571429,104791.228545841,1112.81398145845,60.9284580256351,0.473135196198322,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,60770,405,Cape Verde,228,0,Lower middle income,African Region,555988,215,0.285714285714286,109300.920163745,728.432987762326,386.698993503457,0.513885705652434,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,10405,37,"Bonaire, Sint Eustatius and Saba",0,0,,,26221,12.1428571428571,0,396819.343274475,1411.08271995729,463.096645545828,0,16147027,102600,,,7509.85714285714,8,,,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,27594,29,Cayman Islands,423,1,High income,,65720,113.857142857143,0.142857142857143,419872.185027389,441.265976871576,1732.45804712634,2.17372402399791,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,14649,113,Central African Republic,0,0,Low income,African Region,4829764,0,0,3033.06745422758,23.3965883219139,0,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,7425,193,Chad,0,0,Low income,African Region,16425859,0.142857142857143,0,452.031154048017,11.7497660244131,0.00869708810097194,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,0,0,Channel Islands,0,0,High income,,173859,0,0,0,0,0,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,4002538,58525,Chile,11845,46,High income,Region of the Americas,19116209,9594.71428571429,25.5714285714286,209379.275985108,3061.53798590505,501.915117464676,1.33768304015867,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,5940218,21400,China,38217,122,Upper middle income,Western Pacific Region,1471286879,40657.1428571429,115.285714285714,4037.43014689116,14.5450899518285,27.6337289739011,0.0783570600208651,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,6175181,140070,Colombia,0,0,Upper middle income,Region of the Americas,50882884,3403.85714285714,14.2857142857143,121360.672087691,2752.79207837355,66.8959161760002,0.280756772468209,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,8139,160,Comoros,0,0,Lower middle income,African Region,869595,0.428571428571429,0,9359.52943611681,183.993698215836,0.492840263078132,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,24128,385,Congo (Brazzaville),0,0,Lower middle income,African Region,5518092,0,0,4372.52586582464,69.770493134221,0,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,91393,1375,Congo (Kinshasa),311,4,Low income,African Region,89561404,44.4285714285714,0.571428571428571,1020.45072897696,15.3525954104069,0.496068277676525,0.00638029939133794,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,5774,1,Cook Islands,0,0,,Western Pacific Region,17564,0.857142857142857,0,328740.605784559,56.9346390343885,48.801119172333,0,16147027,102600,,,7509.85714285714,8,,,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,904934,8525,Costa Rica,0,0,Upper middle income,Region of the Americas,5094114,0,0,177643.060206348,1673.5000433834,0,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,83571,805,Cote d'Ivoire,108,0,Lower middle income,African Region,26378275,88.2857142857143,0.142857142857143,3168.17532609695,30.5175376327679,3.34691007223612,0.00541571209099696,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,1149575,16070,Croatia,1047,5,High income,European Region,4105268,801.285714285714,3.28571428571429,280024.34920205,3914.48256240518,195.18475146707,0.800365356345624,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,1106045,8529,Cuba,22,0,Upper middle income,Region of the Americas,11326616,24.2857142857143,0,97650.0836613513,753.005134101836,2.14412798012348,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,44545,278,Curacao,0,0,High income,,164100,15,0,271450.335161487,1694.08897014016,91.4076782449726,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,515596,1075,Cyprus,10879,3,High income,European Region,1207361,1554.14285714286,0.428571428571429,427043.775639597,890.371645265998,1287.22300715599,0.354965439973155,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,3935058,40321,Czechia,1300,3,High income,European Region,10708982,894.428571428571,1.14285714285714,367453.974616822,3765.15713631791,83.5213441789865,0.106719494239242,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,3173556,6471,Denmark,1790,2,High income,European Region,5792203,1772.57142857143,4.71428571428571,547901.377075355,1117.19150727279,306.02715902247,0.813902018676782,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,15690,189,Djibouti,0,0,Lower middle income,Eastern Mediterranean Region,988002,0,0,15880.5346547882,191.29515932154,0,0,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,21373817,337922,29451.8462366324,465.636380435712,13515.2857142857,15.5714285714286,18.623258386712,0.0214565007256504
2022-07-01,14852,68,Dominica,0,0,Upper middle income,Region of the Americas,71991,4.42857142857143,0.142857142857143,206303.565723493,944.562514758789,61.5156259611817,1.98437503100586,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,608176,4383,Dominican Republic,2392,0,Upper middle income,Region of the Americas,10847904,1109.42857142857,0,56063.9179697756,404.041186205188,102.271237967129,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,909882,35725,Ecuador,0,0,Upper middle income,Region of the Americas,17643060,1602.14285714286,4.28571428571429,51571.6661395472,2024.87550345575,90.80867248328,0.242912186758662,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,515645,24723,Egypt,0,0,Lower middle income,Eastern Mediterranean Region,102334403,0,0.142857142857143,5038.82355184111,241.590308588599,0,0.00139598354677598,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,21373817,337922,29451.8462366324,465.636380435712,13515.2857142857,15.5714285714286,18.623258386712,0.0214565007256504
2022-07-01,169646,4146,El Salvador,0,2,Lower middle income,Region of the Americas,6486201,0,1,26154.9094762867,639.203132927888,0,0.154173452225733,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,162387451,2760331,159497.182303339,2711.2009826705,225555.428571429,629.857142857143,221.540858538169,0.618646569797724
2022-07-01,16087,183,Equatorial Guinea,53,0,Upper middle income,African Region,1402985,13.1428571428571,0,11466.2665673546,130.436177150861,9.36778165330145,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,9801,103,Eritrea,2,0,Low income,African Region,3546427,1.85714285714286,0,2763.62660221118,29.043315990996,0.523665891654574,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,580114,2591,Estonia,0,0,High income,European Region,1326539,114,0.428571428571429,437313.94252261,1953.20303436235,85.9379181463945,0.323074880249603,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,73131,1416,Eswatini,22,0,Lower middle income,African Region,1160164,8.85714285714286,0.142857142857143,63035.0536648267,1220.51709930665,7.63438863569535,0.123135300575731,92140999,1316908,29739.8326963215,425.05099816041,29865.5714285714,57.1428571428572,9.63954273673278,0.0184436790317236,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,489005,7537,Ethiopia,281,1,Low income,African Region,114963583,310.571428571429,1.42857142857143,4253.56436568265,65.5598912570427,2.70147659343071,0.0124262952779701,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,1815,0,Falkland Islands,0,0,,,3483,1.14285714285714,0,521102.497846684,0,328.124359132111,0,16147027,102600,,,7509.85714285714,8,,,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,34658,28,Faroe Islands,0,0,High income,,48865,0,0,709260.206691906,573.007264913537,0,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,65713,866,Fiji,0,0,Upper middle income,Western Pacific Region,896444,35.4285714285714,0.142857142857143,73304.0769975592,966.039150242514,39.5212321445304,0.159359807034397,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,65298321,237487,33257.9648066698,120.957693353886,118443.428571429,223.285714285714,60.3260132677819,0.113724645807454
2022-07-01,1145610,4875,Finland,0,0,High income,European Region,5540718,1716.14285714286,6.14285714285714,206762.011710396,879.849867833014,309.732936623531,1.10867529133537,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,30341632,146265,France,124985,52,High income,European Region,65273512,97581.8571428571,35.5714285714286,464838.355870908,2240.80175125248,1494.96869638112,0.544959624225958,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,228935137,2019604,245914.851208494,2169.3944567368,378575.857142857,457.428571428572,406.654158904466,0.491355239547047
2022-07-01,86911,401,French Guiana,0,0,,,298682,187.857142857143,0.142857142857143,290981.712992413,1342.56500224319,628.95367935511,0.478291771372707,16147027,102600,,,7509.85714285714,8,,,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,73268,649,French Polynesia,0,0,High income,,280904,4.85714285714286,0,260829.322473158,2310.39785834306,17.2911131815241,0,321057176,2504248,254183.336283314,1982.63162795906,581045.142857143,824,460.017728875319,0.652366882768105,3208986,19741,,,6632.42857142857,12.2857142857143,,
2022-07-01,47939,305,Gabon,0,0,Upper middle income,African Region,2225728,16.4285714285714,0,21538.5707507836,137.033815452742,7.38121254195096,0,116945985,2366776,44050.4993262376,891.50272746307,149047.714285714,519.857142857143,56.142382636908,0.195816613295175,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
2022-07-01,12002,365,Gambia,0,0,Low income,African Region,2416664,0,0,4966.35030769689,151.034649417544,0,0,2188532,47286,2821.32533208144,60.9582997428428,931.571428571429,4.28571428571429,1.20092649779481,0.00552488804383443,8673944,172618,7743.47810741728,154.101029928964,3521.14285714286,22.1428571428571,3.14342502411526,0.019767562428508
